yourlist:M20211110A084FC58F6BBA219896F365D15F2EB442C8B28F	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
YOR038C	P32480	HIR2_YEAST	reviewed	Protein HIR2 (Histone transcription regulator 2)	HIR2 YOR038C OR26.31	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	875
YJR140C	P47171	HIR3_YEAST	reviewed	Histone transcription regulator 3	HIR3 HPC1 YJR140C J2161	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1648
YFR025C	P38635	HIS9_YEAST	reviewed	Histidinol-phosphatase (HolPase) (EC 3.1.3.15)	HIS2 YFR025C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	335
YOR202W	P06633	HIS7_YEAST	reviewed	Imidazoleglycerol-phosphate dehydratase (IGPD) (EC 4.2.1.19)	HIS3 YOR202W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	220
YIL020C	P40545	HIS4_YEAST	reviewed	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase (EC 5.3.1.16) (5-proFAR isomerase) (Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase)	HIS6 YIL020C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	261
YBR248C	P33734	HIS5_YEAST	reviewed	Imidazole glycerol phosphate synthase hisHF (IGP synthase) (IGPS) (ImGP synthase) (EC 4.3.2.10) [Includes: Glutaminase (EC 3.5.1.2); Cyclase]	HIS7 YBR248C YBR1640	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	552
YJR055W	P46973	HIT1_YEAST	reviewed	Protein HIT1	HIT1 YJR055W J1705	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	164
YDR420W	P41809	HKR1_YEAST	reviewed	Signaling mucin HKR1 (Hansenula MRAKII killer toxin-resistant protein 1)	HKR1 YDR420W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1802
YMR161W	P48353	HLJ1_YEAST	reviewed	Protein HLJ1	HLJ1 YMR161W YM8520.10	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	224
YDR528W	Q04429	HLR1_YEAST	reviewed	Protein HLR1 (LRE1 homolog)	HLR1 YDR528W D9719.31	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	423
YER057C	P40037	HMF1_YEAST	reviewed	Protein HMF1 (High dosage growth inhibitor) (Homologous mitochondrial matrix factor 1)	HMF1 HIG1 YER057C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	129
YML075C	P12683	HMDH1_YEAST	reviewed	3-hydroxy-3-methylglutaryl-coenzyme A reductase 1 (HMG-CoA reductase 1) (EC 1.1.1.34)	HMG1 YML075C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1054
YLR450W	P12684	HMDH2_YEAST	reviewed	3-hydroxy-3-methylglutaryl-coenzyme A reductase 2 (HMG-CoA reductase 2) (EC 1.1.1.34)	HMG2 YLR450W L9324.2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1045
YOL095C	Q12039	HMI1_YEAST	reviewed	ATP-dependent DNA helicase HMI1, mitochondrial (EC 3.6.4.12)	HMI1 YOL095C O0920	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	706
YCL067C	P0CY09	HMAL2_YEAST	reviewed	Silenced mating-type protein ALPHA2 (MATalpha2 protein) (Alpha-2 repressor)	HMLALPHA2 YCL067C YCL67C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	210
YDR174W	Q03973	HMO1_YEAST	reviewed	High mobility group protein 1 (High spontaneous mutagenesis protein 2)	HMO1 HSM2 YDR174W YD9395.07	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	246
YCR097W	P0CY11	HMRA1_YEAST	reviewed	Silenced mating-type protein A1 (MATa1 protein)	HMRA1 YCR097W YCR97W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	126
YCR096C	P0CY13	HMRA2_YEAST	reviewed	Silenced mating-type protein A2 (MATa2 protein)	HMRA2 YCR096C YCR96C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	119
YOR032C	Q12398	HMS1_YEAST	reviewed	Probable transcription factor HMS1 (High-copy MEP suppressor protein 1)	HMS1 YOR032C OR26.22	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	434
YJR147W	P47175	HMS2_YEAST	reviewed	Probable transcription factor HMS2 (High-copy MEP suppressor 2)	HMS2 YJR147W J2204	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	358
YBR034C	P38074	HMT1_YEAST	reviewed	Protein arginine N-methyltransferase 1 (EC 2.1.1.-) (Major type I protein arginine N-methyltransferase) (Type I PRMT) (hnRNP arginine N-methyltransferase)	HMT1 ODP1 RMT1 YBR034C YBR0320	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	348
YLR205C	P32339	HMX1_YEAST	reviewed	Heme-binding protein HMX1	HMX1 YLR205C L8167.18	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	317
YGL077C	P19807	HNM1_YEAST	reviewed	Choline transport protein	HNM1 CTR CTR1 YGL077C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	563
YDL125C	Q04344	HNT1_YEAST	reviewed	Hit family protein 1 (EC 3.-.-.-) (Adenosine 5'-monophosphoramidase)	HNT1 HIT1 YDL125C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	158
YDR305C	P49775	HNT2_YEAST	reviewed	Bis(5'-adenosyl)-triphosphatase (EC 3.6.1.29) (AP3A hydrolase) (AP3Aase) (Diadenosine 5',5'''-P1,P3-triphosphate hydrolase) (Dinucleosidetriphosphatase) (Hit family protein 2)	HNT2 APH1 YDR305C D9740.15	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	206
YOR258W	Q08702	APTX_YEAST	reviewed	Aprataxin-like protein (EC 3.6.1.71) (EC 3.6.1.72) (Hit family protein 3)	HNT3 YOR258W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	217
YJR075W	P47124	HOC1_YEAST	reviewed	Putative glycosyltransferase HOC1 (EC 2.4.-.-) (M-Pol II subunit Hoc1p) (Mannan polymerase II complex HOC1 subunit)	HOC1 YJR075W J1830	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	396
YMR032W	Q05080	CYK2_YEAST	reviewed	Cytokinesis protein 2 (Homolog of CDC15 protein 1)	HOF1 CYK2 YMR032W YM9973.05	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	669
YLR113W	P32485	HOG1_YEAST	reviewed	Mitogen-activated protein kinase HOG1 (MAP kinase HOG1) (EC 2.7.11.24) (High osmolarity glycerol response protein 1)	HOG1 SSK3 YLR113W L2931 L9354.2	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	435
YNR055C	P53389	HOL1_YEAST	reviewed	Protein HOL1	HOL1 YNR055C N3494	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	586
YDR158W	P13663	DHAS_YEAST	reviewed	Aspartate-semialdehyde dehydrogenase (ASA dehydrogenase) (ASADH) (EC 1.2.1.11) (Aspartate-beta-semialdehyde dehydrogenase)	HOM2 YDR158W YD8358.12	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	365
YER052C	P10869	AK_YEAST	reviewed	Aspartokinase (EC 2.7.2.4) (Aspartate kinase)	HOM3 YER052C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	527
YJR139C	P31116	DHOM_YEAST	reviewed	Homoserine dehydrogenase (HDH) (EC 1.1.1.3)	HOM6 YJR139C J2132	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	359
YIL072W	P20050	HOP1_YEAST	reviewed	Meiosis-specific protein HOP1	HOP1 YIL072W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	605
YMR251W-A	Q05827	HOR7_YEAST	reviewed	Protein HOR7 (Protein A0.5)	HOR7 YMR251W-A YMR251BW	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	59
YPR068C	Q12214	HOS1_YEAST	reviewed	Histone deacetylase HOS1 (EC 3.5.1.98)	HOS1 YPR068C YP9499.23C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	470
YGL194C	P53096	HOS2_YEAST	reviewed	Probable histone deacetylase HOS2 (EC 3.5.1.98)	HOS2 YGL194C G1330	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	452
YPL116W	Q02959	HOS3_YEAST	reviewed	Histone deacetylase HOS3 (EC 3.5.1.98)	HOS3 YPL116W LPH11W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	697
YIL112W	P40480	HOS4_YEAST	reviewed	Protein HOS4	HOS4 YIL112W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1083
YKL084W	P36078	HOT13_YEAST	reviewed	Helper of Tim protein 13	HOT13 YKL084W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	116
YMR172W	Q03213	HOT1_YEAST	reviewed	High-osmolarity-induced transcription protein 1	HOT1 YMR172W YM8010.02	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	719
YPR193C	Q06592	HPA2_YEAST	reviewed	Histone acetyltransferase HPA2 (EC 2.3.1.48)	HPA2 YPR193C P9677.12	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	156
YEL066W	P39979	HPA3_YEAST	reviewed	D-amino-acid N-acetyltransferase HPA3 (DNT) (EC 2.3.1.36) (EC 2.3.1.48) (Histone and other protein acetyltransferase 3)	HPA3 YEL066W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	161
YBR215W	Q01448	HPC2_YEAST	reviewed	Histone promoter control protein 2	HPC2 YBR215W YBR1503	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	625
YOL155C	Q05164	HPF1_YEAST	reviewed	Haze protective factor 1	HPF1 YOL155C AOF1001	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	967
YIL110W	P40481	HPM1_YEAST	reviewed	Histidine protein methyltransferase 1 (EC 2.1.1.85) (Mitotic exit network interactor 1)	HPM1 MNI1 YIL110W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	377
YDR138W	P17629	HPR1_YEAST	reviewed	THO complex subunit HPR1 (Hyperrecombination protein 1)	HPR1 YDR138W YD9302.14	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	752
YDR399W	Q04178	HPRT_YEAST	reviewed	Hypoxanthine-guanine phosphoribosyltransferase (HGPRT) (HGPRTase) (EC 2.4.2.8) (Bypass of repression by adenine protein 6)	HPT1 BRA6 YDR399W D9509.18	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	221
YNL004W	P38922	HRB1_YEAST	reviewed	Protein HRB1 (Protein TOM34)	HRB1 TOM34 YNL004W N2009	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	454
YOL013C	Q08109	HRD1_YEAST	reviewed	ERAD-associated E3 ubiquitin-protein ligase HRD1 (EC 2.3.2.27) (HMG-CoA reductase degradation protein 1) (RING-type E3 ubiquitin transferase HRD1)	HRD1 DER3 YOL013C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	551
YLR207W	Q05787	HRD3_YEAST	reviewed	ERAD-associated E3 ubiquitin-protein ligase component HRD3 (HMG-CoA reductase degradation protein 3)	HRD3 YLR207W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	833
YOR267C	Q08732	HRK1_YEAST	reviewed	Serine/threonine-protein kinase HRK1 (EC 2.7.11.1) (Hygromycin resistance kinase 1)	HRK1 YOR267C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	759
YOL123W	Q99383	HRP1_YEAST	reviewed	Nuclear polyadenylated RNA-binding protein 4 (Cleavage factor IB) (CFIB)	HRP1 NAB4 NAB5 YOL123W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	534
YDR291W	Q05549	HRQ1_YEAST	reviewed	ATP-dependent helicase HRQ1 (EC 3.6.4.12) (Homologous to recQ protein 1)	HRQ1 YDR291W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1077
YPL204W	P29295	HRR25_YEAST	reviewed	Casein kinase I homolog HRR25 (EC 2.7.11.1)	HRR25 YPL204W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	494
YOL133W	Q08273	RBX1_YEAST	reviewed	RING-box protein HRT1 (RING-box protein 1) (E3 ubiquitin-protein ligase complex SCF subunit HRT1) (High level expression reduces Ty3 transposition protein 1) (Regulator of cullins protein 1)	HRT1 RBX1 ROC1 YOL133W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	121
YLR097C	Q12347	HRT3_YEAST	reviewed	F-box protein HRT3 (High level expression reduces Ty3 transposition protein 3)	HRT3 YLR097C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	344
YMR186W	P15108	HSC82_YEAST	reviewed	ATP-dependent molecular chaperone HSC82 (82 kDa heat shock cognate protein) (Heat shock protein Hsp90 constitutive isoform)	HSC82 YMR186W YM8010.16	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	705
YHL002W	P38753	HSE1_YEAST	reviewed	Class E vacuolar protein-sorting machinery protein HSE1	HSE1 YHL002W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	452
YGL073W	P10961	HSF_YEAST	reviewed	Heat shock transcription factor (HSTF) (Heat shock factor protein) (HSF)	HSF1 YGL073W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	833
YMR288W	P49955	SF3B1_YEAST	reviewed	U2 snRNP component HSH155	HSH155 YMR288W YM8021.14	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	971
YOR319W	Q99181	HSH49_YEAST	reviewed	Protein HSH49	HSH49 YOR319W O6142	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	213
YKL138C-A	P69852	HSK3_YEAST	reviewed	DASH complex subunit HSK3 (Helper of ASK1 protein 3) (Outer kinetochore protein HSK3)	HSK3 YKL138C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	69
YKL101W	P34244	HSL1_YEAST	reviewed	Probable serine/threonine-protein kinase HSL1 (EC 2.7.11.1)	HSL1 YKL101W YKL453	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	1518
YBR133C	P38274	HSL7_YEAST	reviewed	Protein arginine N-methyltransferase HSL7 (EC 2.1.1.320) (Histone synthetic lethal protein 7) (Type II protein arginine N-methyltransferase) (Type II PRMT)	HSL7 YBR133C YBR1008	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	827
YBR272C	P38348	HSM3_YEAST	reviewed	DNA mismatch repair protein HSM3 (Enhanced spontaneous mutability protein 3)	HSM3 YBR272C YBR1740	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	480
YLL026W	P31539	HS104_YEAST	reviewed	Heat shock protein 104 (Protein aggregation-remodeling factor HSP104)	HSP104 YLL026W L0948	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	908
YOR020C	P38910	CH10_YEAST	reviewed	10 kDa heat shock protein, mitochondrial (HSP10) (10 kDa chaperonin)	HSP10 CPN10 YOR020C OR26.10	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	106
YFL014W	P22943	HSP12_YEAST	reviewed	12 kDa heat shock protein (Glucose and lipid-regulated protein)	HSP12 GLP1 HOR5 YFL014W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	109
YJL159W	P32478	HS150_YEAST	reviewed	Cell wall mannoprotein HSP150 (150 kDa heat shock glycoprotein) (Covalently-linked cell wall protein 7) (Protein with internal repeats 2)	HSP150 CCW7 ORE1 PIR2 YJL159W J0558	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	413
YCR021C	P25619	HSP30_YEAST	reviewed	30 kDa heat shock protein	HSP30 YCR021C YCR21C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	332
YDR533C	Q04432	HSP31_YEAST	reviewed	Glutathione-independent glyoxalase HSP31 (EC 4.2.1.130) (Glyoxalase 3 homolog 1) (Heat shock protein 31)	HSP31 YDR533C D9719.36	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	237
YPL280W	Q08992	HSP32_YEAST	reviewed	Probable glutathione-independent glyoxalase HSP32 (EC 4.2.1.130) (Glyoxalase 3 homolog 2) (Heat shock protein 32)	HSP32 YPL280W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	237
YOR391C	Q08914	HSP33_YEAST	reviewed	Probable glutathione-independent glyoxalase HSP33 (EC 4.2.1.130) (Glyoxalase 3 homolog 3) (Heat shock protein 33)	HSP33 YOR391C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	237
YDR171W	Q12329	HSP42_YEAST	reviewed	Heat shock protein 42 (42 kDa heat shock protein)	HSP42 YDR171W YD9395.04	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	375
YLR259C	P19882	HSP60_YEAST	reviewed	Heat shock protein 60, mitochondrial (CPN60) (P66) (Stimulator factor I 66 kDa component)	HSP60 MIF4 YLR259C L8479.10	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	572
YDR258C	P33416	HSP78_YEAST	reviewed	Heat shock protein 78, mitochondrial	HSP78 YDR258C YD9320A.08C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	811
YPL240C	P02829	HSP82_YEAST	reviewed	ATP-dependent molecular chaperone HSP82 (82 kDa heat shock protein) (Heat shock protein Hsp90 heat-inducible isoform)	HSP82 HSP90 YPL240C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	709
YOL068C	P53685	HST1_YEAST	reviewed	NAD-dependent protein deacetylase HST1 (EC 2.3.1.286) (Homologous to SIR2 protein 1) (Regulatory protein SIR2 homolog 1)	HST1 YOL068C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	503
YPL015C	P53686	HST2_YEAST	reviewed	NAD-dependent protein deacetylase HST2 (EC 2.3.1.286) (Homologous to SIR2 protein 2) (Regulatory protein SIR2 homolog 2)	HST2 YPL015C LPA2C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	357
YOR025W	P53687	HST3_YEAST	reviewed	NAD-dependent histone deacetylase HST3 (EC 2.3.1.286) (Homologous to SIR2 protein 3) (Regulatory protein SIR2 homolog 3)	HST3 YOR025W OR26.15	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	447
YDR191W	P53688	HST4_YEAST	reviewed	NAD-dependent histone deacetylase HST4 (EC 2.3.1.286) (Homologous to SIR2 protein 4) (Regulatory protein SIR2 homolog 4)	HST4 YDR191W YD9346.03	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	370
YGR223C	P50079	HSV2_YEAST	reviewed	SVP1-like protein 2	HSV2 YGR223C G8530	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	448
YDR225W	P04911	H2A1_YEAST	reviewed	Histone H2A.1	HTA1 H2A1 SPT11 YDR225W YD9934.10	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	132
YBL003C	P04912	H2A2_YEAST	reviewed	Histone H2A.2	HTA2 H2A2 YBL003C YBL0103	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	132
YDR224C	P02293	H2B1_YEAST	reviewed	Histone H2B.1 (Suppressor of Ty protein 12)	HTB1 H2B1 SPT12 YDR224C YD9934.09C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	131
YBL002W	P02294	H2B2_YEAST	reviewed	Histone H2B.2	HTB2 H2B2 YBL002W YBL0104	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	131
YHR067W	P38790	HTD2_YEAST	reviewed	Hydroxyacyl-thioester dehydratase type 2, mitochondrial (EC 4.2.1.-) (3-hydroxyacyl-[acyl-carrier-protein] dehydratase)	HTD2 RMD12 YHR067W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	280
YCR020W-B	Q9URQ5	HTL1_YEAST	reviewed	High temperature lethal protein 1 (Chromatin structure-remodeling complex protein HTL1)	HTL1 DRT1 YCR020W-B	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	78
YOL012C	Q12692	H2AZ_YEAST	reviewed	Histone H2A.Z	HTZ1 H2AZ HTA3 YOL012C O2345	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	134
YGR268C	P40325	HUA1_YEAST	reviewed	Proline-rich protein HUA1	HUA1 YGR268C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	198
YOR284W	Q12134	HUA2_YEAST	reviewed	Protein HUA2	HUA2 YOR284W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	243
YNR032C-A	Q6Q546	HUB1_YEAST	reviewed	Ubiquitin-like modifier HUB1	HUB1 YNR032C-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	73
YML058W-A	Q6Q5K6	HUG1_YEAST	reviewed	MEC1-mediated checkpoint protein HUG1	HUG1 YML058W-A	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	68
YGL141W	P53119	HUL5_YEAST	reviewed	Probable E3 ubiquitin-protein ligase HUL5 (EC 2.3.2.26) (HECT-type E3 ubiquitin transferase HUL5)	HUL5 YGL141W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	910
YGL168W	P45820	HUR1_YEAST	reviewed	Putative uncharacterized protein HUR1	HUR1 YGL168W G1663	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	110
YPL244C	Q12520	HUT1_YEAST	reviewed	UDP-galactose transporter homolog 1 (Multicopy suppressor of leflunomide-sensitivity protein 6)	HUT1 MLF6 YPL244C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	339
YER039C	P0CE11	GMT2_YEAST	reviewed	Probable GDP-mannose transporter 2 (GMT 2)	HVG1 YEM9 YER039C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	249
YFR053C	P04806	HXKA_YEAST	reviewed	Hexokinase-1 (EC 2.7.1.1) (Hexokinase PI) (Hexokinase-A)	HXK1 HKA YFR053C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	485
YFL011W	P43581	HXT10_YEAST	reviewed	Hexose transporter HXT10	HXT10 YFL011W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	546
YEL069C	P39924	HXT13_YEAST	reviewed	Hexose transporter HXT13	HXT13 HXT8 YEL069C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	564
YDL245C	P54854	HXT15_YEAST	reviewed	Hexose transporter HXT15	HXT15 YDL245C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	567
YNR072W	P53631	HXT17_YEAST	reviewed	Hexose transporter HXT17	HXT17 YNR072W N3615	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	564
YHR094C	P32465	HXT1_YEAST	reviewed	Low-affinity glucose transporter HXT1	HXT1 HOR4 YHR094C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	570
YMR011W	P23585	HXT2_YEAST	reviewed	High-affinity glucose transporter HXT2	HXT2 YMR011W YM8270.15	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	541
YDR345C	P32466	HXT3_YEAST	reviewed	Low-affinity glucose transporter HXT3	HXT3 YDR345C D9651.14	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	567
YHR092C	P32467	HXT4_YEAST	reviewed	Low-affinity glucose transporter HXT4 (Low-affinity glucose transporter LGT1)	HXT4 LGT1 RAG1 YHR092C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	576
YHR096C	P38695	HXT5_YEAST	reviewed	Probable glucose transporter HXT5	HXT5 YHR096C	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	592
YDR343C	P39003	HXT6_YEAST	reviewed	High-affinity hexose transporter HXT6	HXT6 YDR343C D9651.12	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	570
YDR342C	P39004	HXT7_YEAST	reviewed	High-affinity hexose transporter HXT7	HXT7 YDR342C D9651.11	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	570
YJL214W	P40886	HXT8_YEAST	reviewed	Hexose transporter HXT8	HXT8 YJL214W HRA569 J0232	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	569
YKL189W	P32464	HYM1_YEAST	reviewed	Protein HYM1	HYM1 YKL189W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	399
YEL034W	P23301	IF5A1_YEAST	reviewed	Eukaryotic translation initiation factor 5A-1 (eIF-5A-1) (Hypusine-containing protein HP2) (eIF-4D)	HYP2 TIF51A YEL034W SYGP-ORF21	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	157
YIR037W	P40581	GPX3_YEAST	reviewed	Glutathione peroxidase-like peroxiredoxin HYR1 (EC 1.11.1.24) (Glutathione peroxidase homolog 3) (GPx 3) (Hydrogen peroxide resistance protein 1) (Oxidant receptor peroxidase 1) (Phospholipid hydroperoxide glutathione peroxidase 3) (PHGPx3)	HYR1 GPX3 ORP1 YIR037W	Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)	163
