Complex ID;Size;List of proteins;Quantitative prediction 0;Average abundance;Average size of simulated complexes;Best matching reference complex;Matching thr;Length of reference complex;P-value matching;Fraction of fictitious domains;Functional Enrichment (DAVID)
2279;3;O14818,P25786,P25789;0;0;0;20S proteasome;0.2143;14;6.791938752384278e-07;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=O14818,P25786,P25789&tool=chartReport&annot=GOTERM_MF_ALL
2280;3;P37840,O95817,P08107;0;0;0;DJ-1-SNCA complex, high molecular weight complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P37840,O95817,P08107&tool=chartReport&annot=GOTERM_MF_ALL
2281;3;Q13619,Q7L5N1,Q9BT78;0;0;0;CSA complex;0.2308;13;5.336523305444818e-07;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q13619,Q7L5N1,Q9BT78&tool=chartReport&annot=GOTERM_MF_ALL
2282;3;P61956,P09874,O75367;2;2.0000;3.0000;CDK8-MED6-PARP1 complex;0.1111;3;0.0060851778158371415;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P61956,P09874,O75367&tool=chartReport&annot=GOTERM_MF_ALL
2283;3;O00214,P21333,P05556;0;0;0;ITGB1-NRP1 complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=O00214,P21333,P05556&tool=chartReport&annot=GOTERM_MF_ALL
2284;3;P35222,P14923,P49841;0;0;0;AXIN-APC-betaCatenin-GSK3B complex;0.3333;4;1.649844023311819e-05;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P35222,P14923,P49841&tool=chartReport&annot=GOTERM_MF_ALL
2285;3;P62993,Q14118,Q13424;0;0;0;GRB2-SHP-2 complex, PDGF stimulated;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P62993,Q14118,Q13424&tool=chartReport&annot=GOTERM_MF_ALL
2286;3;Q15369,P08238,Q13618;0;0;0;HSP90-CDC37-LRRK2 complex;0.1111;3;0.0060851778158371415;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q15369,P08238,Q13618&tool=chartReport&annot=GOTERM_MF_ALL
2287;3;P06748,P39687,P62805;1;1.0000;3.0000;CTCF-nucleophosmin complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P06748,P39687,P62805&tool=chartReport&annot=GOTERM_MF_ALL
2288;3;P14866,P22626,P09651;2;2.0000;3.0000;p23 protein complex;0.1111;3;0.0060851778158371415;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P14866,P22626,P09651&tool=chartReport&annot=GOTERM_MF_ALL
2289;3;Q13131,P08238,P05141;1;1.0000;3.0000;NDPKA-AMPKalpha1 complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q13131,P08238,P05141&tool=chartReport&annot=GOTERM_MF_ALL
2290;3;P55042,P15531,Q01105;0;0;0;CTFC-TAF1 complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P55042,P15531,Q01105&tool=chartReport&annot=GOTERM_MF_ALL
2291;3;P02511,P37840,Q16082;1;1.0000;3.0000;DJ-1-SNCA complex, high molecular weight complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P02511,P37840,Q16082&tool=chartReport&annot=GOTERM_MF_ALL
2292;3;P10636,P11142,Q96EY1;0;0;0;DNAJB2-HSPA8-PSMA3 complex;0.1111;3;0.0060851778158371415;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P10636,P11142,Q96EY1&tool=chartReport&annot=GOTERM_MF_ALL
2293;3;O00214,P48509,P05556;0;0;0;ITGA6-ITGB1-CD151 complex;0.4444;3;8.25295195103513e-06;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=O00214,P48509,P05556&tool=chartReport&annot=GOTERM_MF_ALL
2294;3;P60866,P62241,Q15843;1;1.0000;3.0000;Ubiquitin E3 ligase (CDC34, NEDD8, BTRC, CUL1, SKP1A, RBX1);0.0667;5;0.010128217436078352;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P60866,P62241,Q15843&tool=chartReport&annot=GOTERM_MF_ALL
2295;3;P35637,Q15637,Q01844;1;1.0000;3.0000;Large Drosha complex;0.0667;20;0.0005186690151101926;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P35637,Q15637,Q01844&tool=chartReport&annot=GOTERM_MF_ALL
2296;3;Q8TAT6,Q9UNZ2,P55072;2;2.0000;3.0000;BRCA1-VCP complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q8TAT6,Q9UNZ2,P55072&tool=chartReport&annot=GOTERM_MF_ALL
2297;3;P46777,P61081,Q15843;0;0;0;Ubiquitin E3 ligase (CDC34, NEDD8, BTRC, CUL1, SKP1A, RBX1);0.0667;5;0.010128217436078352;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P46777,P61081,Q15843&tool=chartReport&annot=GOTERM_MF_ALL
2298;3;P11234,P62158,P62258;0;0;0;HSF1-YWHAE complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P11234,P62158,P62258&tool=chartReport&annot=GOTERM_MF_ALL
2299;3;P62701,Q15843,P62913;0;0;0;Ubiquitin E3 ligase (CDC34, NEDD8, BTRC, CUL1, SKP1A, RBX1);0.0667;5;0.010128217436078352;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P62701,Q15843,P62913&tool=chartReport&annot=GOTERM_MF_ALL
2300;3;O43707,O00151,Q9UMD9;1;1.0000;3.0000;Ternary complex (LRRC7, CAMK2a, ACTN4);0.1111;3;0.0060851778158371415;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=O43707,O00151,Q9UMD9&tool=chartReport&annot=GOTERM_MF_ALL
2301;3;P08670,P62136,P49841;0;0;0;Prune-GSK3beta complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P08670,P62136,P49841&tool=chartReport&annot=GOTERM_MF_ALL
2302;3;P11142,Q13501,O95817;2;2.0000;3.0000;MAP2K5-PRKCI-SQSTM1 complex;0.1111;3;0.0060851778158371415;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P11142,Q13501,O95817&tool=chartReport&annot=GOTERM_MF_ALL
2303;3;Q7L523,Q6IAA8,Q9HB90;2;2.0000;3.0000;;;;;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q7L523,Q6IAA8,Q9HB90&tool=chartReport&annot=GOTERM_MF_ALL
2304;3;Q9Y490,P46109,P49023;0;0;0;Polycystin-1 multiprotein complex (ACTN1, CDH1, SRC, JUP, VCL, CTNNB1, PXN, BCAR1, PKD1, PTK2, TLN1);0.1212;11;0.00015075678337872703;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q9Y490,P46109,P49023&tool=chartReport&annot=GOTERM_MF_ALL
2305;3;P23396,P63244,P63167;3;3.0000;3.0000;G protein complex (GNG2, GNB2L1, RAF1);0.1111;3;0.0060851778158371415;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P23396,P63244,P63167&tool=chartReport&annot=GOTERM_MF_ALL
2306;3;Q9Y230,P60709,Q9Y265;2;2.0000;3.0000;TIP49-TIP48-BAF53 complex;0.4444;3;8.25295195103513e-06;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q9Y230,P60709,Q9Y265&tool=chartReport&annot=GOTERM_MF_ALL
2307;3;Q99873,P46108,Q07666;1;1.0000;3.0000;CRKII-C3G complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q99873,P46108,Q07666&tool=chartReport&annot=GOTERM_MF_ALL
2308;3;Q9Y263,Q96CS3,P55072;1;1.0000;3.0000;BRCA1-VCP complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q9Y263,Q96CS3,P55072&tool=chartReport&annot=GOTERM_MF_ALL
2309;3;Q92615,P23396,P63244;0;0;0;G protein complex (GNG2, GNB2L1, RAF1);0.1111;3;0.0060851778158371415;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q92615,P23396,P63244&tool=chartReport&annot=GOTERM_MF_ALL
2310;3;Q9Y230,P60709,P07737;12;12.0000;1.0000;p400-associated complex;0.1905;7;5.7666172291976726e-05;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q9Y230,P60709,P07737&tool=chartReport&annot=GOTERM_MF_ALL
2311;3;Q8WUM4,Q9H444,O75340;1;1.0000;3.0000;ESCRT-III complex;0.0333;10;0.020187815765659638;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q8WUM4,Q9H444,O75340&tool=chartReport&annot=GOTERM_MF_ALL
2312;3;P31946,P62753,P08238;0;0;0;HSP90-CDC37-LRRK2 complex;0.1111;3;0.0060851778158371415;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P31946,P62753,P08238&tool=chartReport&annot=GOTERM_MF_ALL
2313;3;O00170,P68400,Q13526;0;0;0;Casein kinase II (beta-dimer, alpha-dimer);0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=O00170,P68400,Q13526&tool=chartReport&annot=GOTERM_MF_ALL
2314;3;Q96CS3,Q9UNZ2,P55072;4;4.0000;3.0000;BRCA1-VCP complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q96CS3,Q9UNZ2,P55072&tool=chartReport&annot=GOTERM_MF_ALL
2315;3;P14678,O95400,O75643;2;2.0000;3.0000;JBP1-pICln complex;0.1111;3;0.0060851778158371415;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P14678,O95400,O75643&tool=chartReport&annot=GOTERM_MF_ALL
2316;3;Q99873,P09429,P61978;0;0;0;PRMT1 complex;0.1667;2;0.002031144211238908;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q99873,P09429,P61978&tool=chartReport&annot=GOTERM_MF_ALL
2317;3;P42224,Q13287,P63244;1;1.0000;3.0000;NMI homodimer complex;0.3333;1;0.002031144211238908;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P42224,Q13287,P63244&tool=chartReport&annot=GOTERM_MF_ALL
2318;3;Q15436,P55735,O95487;0;0;0;Nup 107-160 subcomplex;0.0370;9;0.01818137443276242;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q15436,P55735,O95487&tool=chartReport&annot=GOTERM_MF_ALL
2319;3;P20339,Q12846,O00186;3;3.0000;3.0000;RAB5-EEA1 complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P20339,Q12846,O00186&tool=chartReport&annot=GOTERM_MF_ALL
2320;3;O75531,P02545,P42166;1;1.0000;3.0000;BANF1 homodimer protein;0.3333;1;0.002031144211238908;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=O75531,P02545,P42166&tool=chartReport&annot=GOTERM_MF_ALL
2321;3;P17096,P68400,P20042;2;2.0000;3.0000;Casein kinase II (beta-dimer, alpha-dimer);0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P17096,P68400,P20042&tool=chartReport&annot=GOTERM_MF_ALL
2322;3;P04792,Q16644,P99999;0;0;0;Apoptosome;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P04792,Q16644,P99999&tool=chartReport&annot=GOTERM_MF_ALL
2323;3;Q15796,P68400,Q13526;0;0;0;Casein kinase II (beta-dimer, alpha-dimer);0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q15796,P68400,Q13526&tool=chartReport&annot=GOTERM_MF_ALL
2324;3;P35222,Q14192,P33151;0;0;0;PAR-3-VE-cadherin-beta-catenin complex;0.4444;3;8.25295195103513e-06;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P35222,Q14192,P33151&tool=chartReport&annot=GOTERM_MF_ALL
2325;3;Q15121,P28482,P30086;3;3.0000;2.0000;HDAC4-ERK2 complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q15121,P28482,P30086&tool=chartReport&annot=GOTERM_MF_ALL
2326;3;P13807,P08670,P49841;0;0;0;Prune-GSK3beta complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P13807,P08670,P49841&tool=chartReport&annot=GOTERM_MF_ALL
2327;3;Q9Y263,Q9UBN7,Q71U36;1;1.0000;3.0000;TCF4-CTNNB1-SUMO1-EP300-HADAC6 complex;0.0667;5;0.010128217436078352;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q9Y263,Q9UBN7,Q71U36&tool=chartReport&annot=GOTERM_MF_ALL
2328;3;O43592,P46060,P62826;0;0;0;RANBP1-RAN-KPNB1 complex;0.1111;3;0.0060851778158371415;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=O43592,P46060,P62826&tool=chartReport&annot=GOTERM_MF_ALL
2329;3;Q9Y281,P60709,Q9Y230;12;12.0000;1.0000;p400-associated complex;0.1905;7;5.7666172291976726e-05;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q9Y281,P60709,Q9Y230&tool=chartReport&annot=GOTERM_MF_ALL
2330;3;Q9UEW8,Q16539,O43464;0;0;0;WNK1-SPAk complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q9UEW8,Q16539,O43464&tool=chartReport&annot=GOTERM_MF_ALL
2331;3;O43765,P11142,P08107;2;2.0000;1.5000;DNAJB2-HSPA8-PSMA3 complex;0.1111;3;0.0060851778158371415;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=O43765,P11142,P08107&tool=chartReport&annot=GOTERM_MF_ALL
2332;3;Q15599,Q01970,O43707;1;1.0000;3.0000;Ternary complex (LRRC7, CAMK2a, ACTN4);0.1111;3;0.0060851778158371415;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q15599,Q01970,O43707&tool=chartReport&annot=GOTERM_MF_ALL
2333;3;Q8WZ42,P12814,Q9UMD9;0;0;0;Affixin-actinin(alpha) complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q8WZ42,P12814,Q9UMD9&tool=chartReport&annot=GOTERM_MF_ALL
2334;3;Q96FW1,P51668,Q05086;0;0;0;Ubiquilin-proteasome complex;0.0556;6;0.012145619166859955;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q96FW1,P51668,Q05086&tool=chartReport&annot=GOTERM_MF_ALL
2335;3;O00410,P55060,P62826;1;1.0000;3.0000;RANBP1-RAN-KPNB1 complex;0.1111;3;0.0060851778158371415;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=O00410,P55060,P62826&tool=chartReport&annot=GOTERM_MF_ALL
2336;3;Q8TBC4,P62241,Q15843;0;0;0;APPBP1-UBA3 complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q8TBC4,P62241,Q15843&tool=chartReport&annot=GOTERM_MF_ALL
2337;3;P48509,P23229,P05556;0;0;0;ITGA6-ITGB1-CD151 complex;1.0000;3;1.865917239666001e-09;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P48509,P23229,P05556&tool=chartReport&annot=GOTERM_MF_ALL
2338;3;Q9Y281,P60709,Q9Y265;13;13.0000;1.6154;p400-associated complex;0.1905;7;5.7666172291976726e-05;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q9Y281,P60709,Q9Y265&tool=chartReport&annot=GOTERM_MF_ALL
2339;3;P23497,P26641,P61956;0;0;0;SNW1 complex;0.0185;18;0.03614102751762873;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P23497,P26641,P61956&tool=chartReport&annot=GOTERM_MF_ALL
2340;3;O75367,P09874,P19838;0;0;0;p50-p65 NF(kappa)B complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=O75367,P09874,P19838&tool=chartReport&annot=GOTERM_MF_ALL
2341;3;P15880,P23396,P63244;0;0;0;G protein complex (GNG2, GNB2L1, RAF1);0.1111;3;0.0060851778158371415;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P15880,P23396,P63244&tool=chartReport&annot=GOTERM_MF_ALL
2342;3;P34932,O43765,Q14103;1;1.0000;3.0000;PIN1-AUF1 complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P34932,O43765,Q14103&tool=chartReport&annot=GOTERM_MF_ALL
2343;3;Q06124,P40763,Q9P0J0;1;1.0000;3.0000;STAT3 homodimer copmplex;0.3333;1;0.002031144211238908;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q06124,P40763,Q9P0J0&tool=chartReport&annot=GOTERM_MF_ALL
2344;3;Q99733,P06748,P62805;0;0;0;CTCF-nucleophosmin complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q99733,P06748,P62805&tool=chartReport&annot=GOTERM_MF_ALL
2345;3;P35221,P14923,P19022;11;11.0000;1.3636;Cell-cell junction complex (ARHGAP10-CTNNA1);0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P35221,P14923,P19022&tool=chartReport&annot=GOTERM_MF_ALL
2346;3;P08107,P08238,Q13618;0;0;0;HSP90-CDC37-LRRK2 complex;0.1111;3;0.0060851778158371415;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P08107,P08238,Q13618&tool=chartReport&annot=GOTERM_MF_ALL
2347;3;P11142,P62136,Q96EY1;0;0;0;PNUTS-PP1 complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P11142,P62136,Q96EY1&tool=chartReport&annot=GOTERM_MF_ALL
2348;3;Q07960,O14578,P61586;3;3.0000;3.0000;MRIP-RHOA complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q07960,O14578,P61586&tool=chartReport&annot=GOTERM_MF_ALL
2349;3;O00401,P60953,Q9UKS6;4;4.0000;3.0000;N-WASp homomer;0.3333;1;0.002031144211238908;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=O00401,P60953,Q9UKS6&tool=chartReport&annot=GOTERM_MF_ALL
2350;3;Q8WUM4,P52907,Q9Y5K6;5;5.0000;1.8000;RICH1/AMOT polarity complex, Flag-Rich1 precipitated;0.1481;9;9.876673132996682e-05;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q8WUM4,P52907,Q9Y5K6&tool=chartReport&annot=GOTERM_MF_ALL
2351;3;P20340,P61981,Q8IUD2;0;0;0;CHUK-ERC1-IKBKB-IKBKG;0.0833;4;0.008108070941050722;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P20340,P61981,Q8IUD2&tool=chartReport&annot=GOTERM_MF_ALL
2352;3;P46939,Q15124,Q13425;0;0;0;UTM-SGCE-DAG1-CAV1-NOS3 complex;0.0667;5;0.010128217436078352;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P46939,Q15124,Q13425&tool=chartReport&annot=GOTERM_MF_ALL
2353;3;O00410,P62826,O14980;0;0;0;Snurportin-CRM1-RanGTP complex;0.4444;3;8.25295195103513e-06;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=O00410,P62826,O14980&tool=chartReport&annot=GOTERM_MF_ALL
2354;3;P68133,P06396,O43707;5;5.0000;0.6000;Prune-Gelsolin complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P68133,P06396,O43707&tool=chartReport&annot=GOTERM_MF_ALL
2355;3;Q969Q1,Q8WZ42,P12814;1;1.0000;3.0000;Affixin-actinin(alpha) complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q969Q1,Q8WZ42,P12814&tool=chartReport&annot=GOTERM_MF_ALL
2356;3;P15531,P05556,P60033;1;1.0000;3.0000;ITGA4-ITGB1-CD81 complex;0.4444;3;8.25295195103513e-06;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P15531,P05556,P60033&tool=chartReport&annot=GOTERM_MF_ALL
2357;3;Q13049,Q8ND25,P61088;1;1.0000;3.0000;Ubiquitin-protein-ligase (UBE2N, UBE2V2/MMS2);0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q13049,Q8ND25,P61088&tool=chartReport&annot=GOTERM_MF_ALL
2358;3;P60709,P63104,P07195;0;0;0;Pre-initiation complex (PIC);0.1111;3;0.0060851778158371415;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P60709,P63104,P07195&tool=chartReport&annot=GOTERM_MF_ALL
2359;3;P08238,O95817,P08107;1;1.0000;3.0000;HSP90-CDC37-LRRK2 complex;0.1111;3;0.0060851778158371415;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P08238,O95817,P08107&tool=chartReport&annot=GOTERM_MF_ALL
2360;3;Q13232,P15531,P05556;0;0;0;ITGB1-NRP1 complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q13232,P15531,P05556&tool=chartReport&annot=GOTERM_MF_ALL
2361;3;P62701,P15880,Q15843;1;1.0000;3.0000;Ubiquitin E3 ligase (CDC34, NEDD8, BTRC, CUL1, SKP1A, RBX1);0.0667;5;0.010128217436078352;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P62701,P15880,Q15843&tool=chartReport&annot=GOTERM_MF_ALL
2362;3;P06730,P60842,Q04637;0;0;0;MNK1-eIF4F complex;0.6000;5;1.8659172396660093e-08;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P06730,P60842,Q04637&tool=chartReport&annot=GOTERM_MF_ALL
2363;3;P41240,P61978,P09651;0;0;0;Emerin complex 25;0.0208;16;0.03216908494201451;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P41240,P61978,P09651&tool=chartReport&annot=GOTERM_MF_ALL
2364;3;P37840,P28482,P30086;1;1.0000;3.0000;DJ-1-SNCA complex, high molecular weight complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P37840,P28482,P30086&tool=chartReport&annot=GOTERM_MF_ALL
2365;3;P62937,P63098,Q08209;17;17.0000;1.0588;AIF-CYPA-DNA complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P62937,P63098,Q08209&tool=chartReport&annot=GOTERM_MF_ALL
2366;3;P60709,P36873,Q96SB3;1;1.0000;3.0000;Pre-initiation complex (PIC);0.1111;3;0.0060851778158371415;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P60709,P36873,Q96SB3&tool=chartReport&annot=GOTERM_MF_ALL
2367;3;Q13185,P83916,Q13263;0;0;0;NCOR1 complex;0.0333;10;0.020187815765659638;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q13185,P83916,Q13263&tool=chartReport&annot=GOTERM_MF_ALL
2368;3;O94973,Q9Y5X1,Q00610;1;1.0000;3.0000;Profilin 1 complex;0.0556;6;0.012145619166859955;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=O94973,Q9Y5X1,Q00610&tool=chartReport&annot=GOTERM_MF_ALL
2369;3;P08648,P02751,P05556;0;0;0;ITGA5-ITGB1-FN-1-NOV complex;0.7500;4;7.463668958664031e-09;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P08648,P02751,P05556&tool=chartReport&annot=GOTERM_MF_ALL
2370;3;Q12933,P61088,Q7Z434;0;0;0;TRAF2-TRADD complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q12933,P61088,Q7Z434&tool=chartReport&annot=GOTERM_MF_ALL
2371;3;Q15276,P61981,P62258;0;0;0;HSF1-YWHAE complex;0.1667;2;0.004059536194543863;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=Q15276,P61981,P62258&tool=chartReport&annot=GOTERM_MF_ALL
2372;3;P62993,P07355,P56945;0;0;0;CIN85 complex (CIN85, CRK, BCAR1, CBL, PIK3R1, GRB2, SOS1);0.1905;7;5.7666172291976726e-05;0;http://david.abcc.ncifcrf.gov/api.jsp?type=ENSEMBL_GENE_ID&ids=P62993,P07355,P56945&tool=chartReport&annot=GOTERM_MF_ALL
